	homograph	wordid	sentence	start	end
68	abuses	abuses_vrb	His father abuses him, causing him to act the way he does at school.	11.0	17.0
69	abuses	abuses_vrb	Eddie abuses alcohol and cocaine, causing him to miss rehearsals and performances as well as losing his girlfriend.	6.0	12.0
70	abuses	abuses_vrb	He is married and abuses his wife regularly, leading to her losing touch with reality.	18.0	24.0
71	abuses	abuses_vrb	He blames Shera for the incident as he does not believe her concerns were justified, and verbally abuses her.	98.0	104.0
72	abuses	abuses_vrb	He is known to be a womanizer, and abuses the hospitality of Pedro Crespo by creating commotion during his stay.	35.0	41.0
73	abuses	abuses_vrb	Throughout the novel, Rowdy's father abuses him, which leads to his bully-like behavior.	37.0	43.0
74	abuses	abuses_vrb	Tension arises in their marriage as Jake continually upbraids and abuses Gitl, despite her efforts to assimilate.	66.0	72.0
75	abuses	abuses_vrb	Mujahid has Zoofi forcibly marry Shakeel, who taunts and abuses her.	57.0	63.0
76	abuses	abuses_vrb	While the Chipmunks like Samantha, her son Miles is a bully who physically abuses the trio.	75.0	81.0
77	abuses	abuses_vrb	He cruelly abuses her, as Cathy's marriage to Edgar continues to torment him.	11.0	17.0
78	abuses	abuses_vrb	She abuses Frado both physically and mentally.	4.0	10.0
79	abuses	abuses_vrb	Instead, he finds that the Ultor Corporation abuses the workers and forces them to endure hazardous living conditions.	45.0	51.0
80	abuses	abuses_vrb	It abuses valid concern for health protection in an attempt to transfer invalid authority in the field of health policy and of work and social issues to a European level.		
0	advocate	advocate_nou	The Erin Advocate also publishes the monthly Country Routes paper distributed to surrounding areas.	9.0	17.0
1	advocate	advocate_nou	Diggins has become an advocate against childhood obesity, a guest interviewer for ESPN, and a model for Nike.	22.0	30.0
2	advocate	advocate_nou	Greek pianist Danae Kara is a superb advocate in these first-recorded performances.	37.0	45.0
3	advocate	advocate_nou	Prasad was a senior advocate at Patna High Court.	20.0	28.0
4	advocate	advocate_nou	He was also an early advocate of the benefits of regularly drinking water throughout the day.	21.0	29.0
5	advocate	advocate_nou	Darbishire was a particular advocate of women's right to education.	28.0	36.0
6	advocate	advocate_nou	He was a teetotaling vegetarian, an early advocate of nature cures, and a longtime member of the National Anti-Vaccination League.	42.0	50.0
7	advocate	advocate_nou	She is a popular speaker as well as an advocate for peace and children of war.	39.0	47.0
8	advocate	advocate_nou	She now works as an advocate fostering understanding for survivors of burns or other disfigurements.	20.0	28.0
9	advocate	advocate_nou	In the years since his diagnosis was made public, Louganis has been an outspoken HIV awareness advocate.	95.0	103.0
10	advocate	advocate_nou	Advocate P.M.A. Salam won the Kozhikode 2 with highest margin of the constituency in HIstory.	0.0	8.0
11	advocate	advocate_nou	Transgender advocate Norrie May-Welby was recognized as having unspecified status in 2014.	12.0	20.0
12	advocate	advocate_nou	By her Ferguson had a daughter, who in 1730 married M. Gerard Vink, advocate, 's-Hertogenbosch.	68.0	76.0
13	advocate	advocate_nou	Mariam Veiszadeh is a lawyer, community advocate and founder of Islamophobia Register Australia.	40.0	48.0
14	advocate	advocate_nou	He was Advocate General of Uttar Pradesh, India from 1952 to 1969.	7.0	15.0
15	advocate	advocate_nou	In 1879 he was admitted as an advocate/barrister in Ghent.	30.0	38.0
16	advocate	advocate_nou	Eric was a keen advocate of human rights and the separation of church and state.	16.0	24.0
17	advocate	advocate_nou	Currently she works in the Developer Advocate team at Dropbox.	37.0	45.0
18	advocate	advocate_nou	Luckenbach was also a strong advocate of Federal control of shipping rates.	29.0	37.0
19	advocate	advocate_nou	He returned to Cape Colony in 1895 and was admitted as an advocate.	58.0	66.0
20	advocate	advocate_nou	The Daily Times-Advocate, also called the Escondido Times-Advocate, was a daily newspaper published in Escondido, California.	16.0	24.0
21	advocate	advocate_nou	Throughout his legislative career, Steinberg has been a strong advocate for mental health care.	63.0	71.0
22	advocate	advocate_nou	The prosecution was not conducted by the judge-advocate.	47.0	55.0
23	advocate	advocate_nou	She was an advocate for the potential of libraries to provide lifelong education for a nation.	11.0	19.0
24	advocate	advocate_nou	AnnMarie Thomas is a Mechanical Engineer, author, blogger, and advocate for early engineering education.	63.0	71.0
25	advocate	advocate_nou	"He appended ""Workingmen's Advocate"" to the title, indicating his sympathy for the Working Men's Party and the interests of laborers."	26.0	34.0
26	advocate	advocate_nou	He was an advocate within the School of Music for wind music.	10.0	18.0
27	advocate	advocate_nou	Advocate reports on closure of case on Timur Kuashev's death.	0.0	8.0
28	advocate	advocate_nou	During World War I, Knox was an advocate of preparedness and United States participation.	32.0	40.0
29	advocate	advocate_nou	Cooley even went as far as to portray Ross as a traitor, when Ross had always been a Union advocate.	91.0	99.0
30	advocate	advocate_nou	The company is a strong advocate towards low trading leverages.	24.0	32.0
31	advocate	advocate_nou	Ryan Kim-Scout Sallans (born Kimberly Ann Sallans; 1979) is an American LGBT rights advocate and out trans man.	84.0	92.0
32	advocate	advocate_nou	Rohrbach was an advocate of eradicating native Africans in order to make room for German colonists.	16.0	24.0
33	advocate	advocate_nou	The highest level is the Senior Advocate Supreme Court.	32.0	40.0
34	advocate	advocate_nou	Antiguans have seen Mr. Clapton transform from addict to advocate of possibly the next Betty Ford of the century.	57.0	65.0
35	advocate	advocate_nou	He was also an advocate of vegetarianism and abstinence.	15.0	23.0
36	advocate	advocate_nou	Elliott Blackstone, sergeant of the San Francisco Police Department and longtime advocate for LGBT rights, was born here.	81.0	89.0
37	advocate	advocate_nou	P-POD is a strong advocate for youth development and is already tapping into the nearly 50% of independent Dominican voters.	18.0	26.0
38	advocate	advocate_nou	Human rights advocate Samantha Power was the inaugural appointee in 2006.	13.0	21.0
39	advocate	advocate_nou	He was reappointed as the Judge Advocate General in 1952 and 1956.	32.0	40.0
40	advocate	advocate_nou	John W. Dickinson, a four-year faculty member and strong advocate for educational reform, was principal from 1856 to 1877.	57.0	65.0
41	advocate	advocate_nou	In 1969 the newspaper was renamed The Advocate and distributed nationally.	38.0	46.0
42	advocate	advocate_nou	Kuchik Khan's second-in-command, Ehsanollah Khan Dustdar, had become a communist and an ardent advocate of an alliance with the Bolsheviks.	95.0	103.0
43	advocate	advocate_nou	Barrister Zahid enrolled as an advocate of the Sindh High Court in 1957, and of the Supreme Court in 1962.	31.0	39.0
44	advocate	advocate_nou	After the raid of Hogwarts in Half-Blood Prince, Sprout is a staunch advocate of keeping Hogwarts open.	69.0	77.0
45	advocate	advocate_nou	Kilmer is a supporter of Native American affairs and an advocate of environmental protection.	56.0	64.0
46	advocate	advocate_nou	He ran on his credentials as a housing advocate in the Mission District.	39.0	47.0
47	advocate	advocate_nou	He is a vegetarian and an advocate of animal rights.	26.0	34.0
48	advocate	advocate_nou	World's Worst Mom is hosted by columnist and Free Range Kids advocate, Lenore Skenazy.	61.0	69.0
49	advocate	advocate_nou	Susan Eisenhower, former president and chairman emeritus of the Eisenhower Institute, was a particular advocate of the concept.	103.0	111.0
50	advocate	advocate_nou	Since then, she has become a global advocate in the fight against sexual violence.	36.0	44.0
51	advocate	advocate_nou	His libertarian bent prevented him from pursuing a direct suit against Philip Morris, but he did become an anti-smoking advocate.	120.0	128.0
52	advocate	advocate_nou	She is an advocate for art and education.	10.0	18.0
53	advocate	advocate_nou	Originally built in 1930, Gregory Gymnasium was named after its main advocate and planner, Thomas Watt Gregory.	69.0	77.0
54	advocate	advocate_nou	Prior to becoming a teacher, he worked as a constituent advocate for the late U.S. Senator Paul Wellstone.	56.0	64.0
55	advocate	advocate_nou	Bird was an advocate for equality, and sought to reform the race-based exclusion laws in Canada.	12.0	20.0
56	advocate	advocate_nou	He is an Advocate & Solicitor of the High Court in Malaya and High Court in Sabah and Sarawak.	9.0	17.0
57	advocate	advocate_nou	An outspoken advocate of slavery as an institution, Bowles was sympathetic to the South during the American Civil War.	13.0	21.0
58	advocate	advocate_nou	Hedgeman was a major advocate for both minorities and the poor in New York City.	21.0	29.0
59	advocate	advocate_nou	As a pioneer advocate of democracy in the land of okpe, he also was pivotal to Nigeria.	13.0	21.0
60	advocate	advocate_nou	Lyddiard has always been a strong advocate of an internationalisation of the UK theatre scene.	34.0	42.0
61	advocate	advocate_nou	She is a noteworthy member of the disabled community as a fierce advocate for equal rights for individuals with disabilities.	65.0	73.0
62	advocate	advocate_nou	She has been a staunch advocate of the anti-discrimination bill.	23.0	31.0
63	advocate	advocate_nou	An advocate of practical learning for managers, Brown created the Glacier Institute of Management.	3.0	11.0
64	advocate	advocate_nou	He was also an early advocate of organic gardening.	21.0	29.0
65	advocate	advocate_nou	An advocate is a person who argues for or supports a cause or policy.	3.0	11.0
66	advocate	advocate_vrb	"But with fundamentalism on the rise, progressive interpretations of scripture are dangerous to advocate."""	95.0	103.0
67	advocate	advocate_vrb	He tweeted the party would advocate a 'pro Europe', 'pro developing world' and 'against military adventurism' stance.	27.0	35.0
68	advocate	advocate_vrb	This economic decline made the city's elite dependent on royal and ecclesiastical appointment and thus, reluctant to advocate independence.	117.0	125.0
69	advocate	advocate_vrb	Autua confronts Ewing and convinces him to advocate for Autua to join the crew as a free man.	43.0	51.0
70	advocate	advocate_vrb	Certain right-wing localist groups also advocate for a more aggressive and militant approach in defending Hong Kong people's interests.	40.0	48.0
71	advocate	advocate_vrb	Beginning in the 1860s sportsmen began to organize and advocate for the preservation of wilderness areas and wildlife.	55.0	63.0
72	advocate	advocate_vrb	But the institute does not specifically advocate potential solutions to public problems, Climer added.	40.0	48.0
73	advocate	advocate_vrb	There is no way that I would approve or advocate for the monitoring of students at home.	40.0	48.0
74	advocate	advocate_vrb	Hamlin was among the first to advocate enlisting African-American troops in the Union Army.	30.0	38.0
75	advocate	advocate_vrb	Islamist groups such as the Muslim Brotherhood advocate Islam as a comprehensive political solution, often in spite of being banned.	47.0	55.0
76	advocate	advocate_vrb	Heaviside did much to develop and advocate vector methods and the vector calculus.	34.0	42.0
77	advocate	advocate_vrb	Ferber does not advocate simply leaving a baby to cry.	16.0	24.0
78	advocate	advocate_vrb	Theorists such as Carne Ross advocate deliberative democracy as a complete alternative to representative democracy.	29.0	37.0
79	advocate	advocate_vrb	"Democrats call for ""affordable and quality health care,"" and many advocate an expansion of government intervention in this area."	66.0	74.0
80	advocate	advocate_vrb	Mr President, I should like to advocate that we defer the decision concerning this proposal.		
81	advocate	advocate_vrb	It is recklessly perverse to advocate military action of this kind, and the effect of it is to give the green light to European troops being used to wage war in the Lebanon.		
82	advocate	advocate_vrb	I advocate that an end should be put to the dumping of Europe's overproduction on the markets of the South because this market-disrupting practice devastates local producers there.		
